"","prob","id","age","team"
"254",0.216977626400334,76,23.73,2
"255",0.976689346728587,77,17.1,2
"256",0.878239629999766,77,18.57,1
"257",0.751720410418618,77,18.67,1
"258",0.893293979015518,77,19.21,2
"259",0.893406260453277,77,19.38,2
"260",0.56398288150025,77,20.18,2
"261",0.530479734296097,77,20.04,2
"262",0.520539359767251,77,20.66,2
"263",0.961360107801148,78,17.67,1
"264",0.984419890922025,78,17.9,1
"265",0.959774573358013,78,18.41,1
"266",0.984032038866848,78,18.59,1
"267",0.959928909717555,78,18.71,1
"268",0.831913752823173,78,18.88,1
"269",0.945826589267844,78,18.88,1
"270",0.97670001984426,78,19.84,1
"271",0.420583780293655,78,20.96,2
"272",0.99955201919197,79,14.85,1
"273",0.999457248186703,79,15.01,1
"274",0.999842839694703,79,15.25,1
"275",0.000109360483750987,80,31.53,2
"276",0.000858435680309633,80,31.89,2
"277",6.23493950988596e-05,80,32.04,2
"278",0.000104164522180095,80,32.7,2
"279",1.55473415196505e-05,80,33.59,2
"280",1.09605445546279e-05,80,33.68,2
"281",1.25031117204077e-05,80,33.77,2
"282",2.04459423426284e-05,80,33.88,2
"283",8.33092994900753e-06,80,34.51,2
"284",9.02255040680089e-08,80,34.81,2
"285",7.70204475419867e-07,80,34.98,2
"286",0.860134176903806,81,19.2,1
"287",0.933640662744932,81,16.99,1
"288",0.965528934695689,81,17.49,1
"289",0.975916884471759,81,17.8,1
"290",0.999650573777888,82,15.15,1
"291",0.997138152367418,83,14.59,1
"292",0.999571663343956,83,15,1
"293",0.988961299323298,83,16.34,1
"294",0.143248882300634,84,23.01,2
"295",0.0863341654175052,84,23.37,2
"296",0.27546031312724,84,23.52,2
"297",0.274374897176126,84,23.6,2
"298",0.0428226634135069,84,23.7,2
"299",0.191117147302223,84,24.18,2
"300",0.0420622301249586,84,25.08,2
"301",0.0856618301889963,84,25.16,2
"302",0.0113295088816703,84,25.25,2
"303",0.0220403242084074,84,25.36,2
"304",0.0273604903329636,84,25.98,2
"305",0.0187792114793197,84,26.29,2
"306",0.00691984477867513,84,26.46,2
"307",0.99611648213912,85,20.7,1
"308",0.000157711451702403,86,30.59,2
"309",4.41074661070573e-05,86,30.95,2
"310",0.00014396467809541,86,31.1,2
"311",6.75258152489366e-05,86,31.18,2
"312",0.999339420014162,87,14.78,1
"313",0.99874222841308,87,15.2,1
"314",0.995606200254806,87,16.39,2
"315",0.857350008508637,88,18.81,1
"316",0.87304495064846,88,18.91,1
"317",0.957327209665134,88,19.15,1
"318",0.925339817144012,88,19.65,1
"319",0.67936343359452,88,19.83,1
"320",0.605180488131859,88,19.96,1
"321",0.605269276080874,88,20.12,1
"322",0.505845379146657,88,20.22,1
"323",0.498207669838043,88,21.09,1
"324",0.994702150174661,89,17.56,1
"325",0.968579010192835,89,17.95,1
"326",0.529250231687339,89,18.55,1
"327",0.719567523303594,89,18.65,1
"328",0.859497326631514,89,18.88,1
"329",0.971604240790704,89,19.39,1
"330",0.82248519481645,89,19.57,1
"331",0.694906845831298,89,19.69,1
"332",0.773030833453108,89,19.86,1
"333",0.522963108301505,89,19.96,1
"334",0.999170506970957,90,14.97,1
"335",0.999070463046326,90,15.38,1
"336",0.98987059675047,90,16.8,1
"337",0.000852673475385535,91,28.15,2
"338",0.00247021527695168,91,28.52,2
"339",0.000714984213732284,91,28.67,2
"340",0.0020011863462065,91,28.74,2
"341",0.000240771832494935,91,28.85,2
"342",0.000311823016905688,91,29.33,2
"343",0.000259293008345263,91,30.22,2
"344",0.00065307587946406,91,30.3,2
"345",0.000672018460017632,91,30.39,2
"346",0.000291725633878914,91,30.51,2
"347",0.00152317940225732,91,31.44,2
"348",0.000149754412666292,91,31.61,2
"349",0.936498963318241,92,17.86,1
"350",0.450943001134939,92,17.96,1
"351",0.981276907853348,92,18.19,1
"352",0.88893420957417,92,18.7,1
"353",0.754936495242666,92,18.88,1
"354",0.431212522409252,92,19.01,1
"355",0.33636514027362,92,19.17,1
"356",0.190561629557213,92,19.27,1
"357",0.999998266289915,93,14.35,1
"358",0.999744108770531,93,14.51,1
"359",0.999925847475498,93,14.75,1
"360",0.999877756623798,93,14.99,1
"361",0.999542335428869,93,15.92,1
"362",0.934670436638728,93,18.09,1
"363",0.999871833777536,93,15.4,1
"364",0.999928265429065,93,16.74,1
"365",0.999414642857345,94,14.75,1
"366",0.99924517456173,95,16.61,1
"367",0.999617525886791,96,14.23,1
"368",0.98687951503393,97,16.27,1
"369",0.990341152021111,97,16.43,1
"370",0.989491800660372,97,16.67,1
"371",0.497958917284576,97,17.83,1
"372",0.909951263319279,97,18,1
"373",0.903734093678436,97,18.51,2
"374",0.71251647706342,97,19.3,1
"375",0.000167464582570109,98,30.01,2
"376",9.16197110282235e-05,98,30.16,2
"377",7.716274117886e-05,98,30.24,2
"378",2.54084251818387e-05,98,30.34,2
"379",2.07630895949773e-05,98,31.8,2
"380",2.83898349624501e-05,98,31.89,2
"381",1.35030408099368e-05,98,32,2
"382",3.55365899384896e-06,98,32.93,2
"383",3.9129105366964e-06,98,33.1,2
"384",1.30773086126634e-06,98,33.89,2
"385",0.999457806829712,99,18.44,1
"386",0.947238426247235,99,18.56,1
"387",0.97568394748315,99,18.73,1
"388",0.973282787687346,99,18.83,1
"389",0.999885068912491,100,15.58,1
"390",0.997623773681679,100,16.06,1
"391",0.999366480926329,100,16.22,1
"392",0.999109478958593,100,16.46,1
"393",0.999538822725928,101,14.23,1
"394",0.917022842834037,102,17.24,1
"395",0.973305734129176,102,17.41,1
"396",0.713334011239709,102,18.71,1
"397",0.999572687565239,103,15.06,1
"398",0.999912156791449,103,15.47,1
"399",0.999547562022271,103,16.8,1
"400",0.987981218685562,104,16.46,1
"401",0.901903066562111,104,17.66,1
"402",0.934244209407979,104,17.83,1
"403",0.980803813835579,105,18.18,1
"404",0.998167323584941,105,18.41,1
"405",0.995373041635944,105,18.92,1
"406",0.0020608913986615,106,27.13,2
"407",0.00141049062202803,106,27.49,2
"408",0.00108262301777384,106,27.64,2
"409",0.0015721505126054,106,27.72,2
"410",0.000488622656329651,106,27.82,2
"411",0.000302301486709511,106,28.3,2
"412",0.108231902146833,107,23.24,1
"413",0.0418783719918954,107,23.71,2
"414",5.16979505003068e-05,108,30.15,2
"415",3.4327748739682e-05,108,30.38,2
"416",1.89974595881104e-05,108,30.48,2
"417",1.86812272791048e-05,108,30.96,2
"418",1.24095463144291e-05,108,32.76,2
"419",2.31024676111691e-06,108,33.07,2
"420",1.79722490301071e-06,108,33.23,2
"421",9.4724789856393e-07,108,33.9,2
"422",9.08817870515222e-07,108,34.03,2
"423",1.30500820239021e-06,108,34.51,2
"424",0.998895508537735,109,15.7,1
"425",0.995485508068517,109,16.39,1
"426",0.99598107606963,109,16.55,1
"427",0.999284792892995,109,16.79,1
"428",0.966251405147499,109,17.95,1
"429",0.870940158666243,109,18.12,1
"430",0.202489549639393,110,22.41,1
"431",0.999712171024709,111,13.72,1
"432",0.999892006276248,111,14.13,1
"433",0.734105677339148,112,22.03,1
"434",0.961910927418259,113,15.8101862940785,1
"435",0.999976991009831,114,12.7,1
"436",0.99988463872166,114,13.11,1
"437",0.988710352350059,115,16.79,1
"438",0.997858763926013,116,15.78,1
"439",0.93343772464043,116,16.48,1
"440",0.99106951421197,116,16.63,1
"441",0.997242063389946,116,16.88,1
"442",0.995352575043928,117,14.91,1
"443",0.998798393551807,117,15.07,1
"444",0.997021881700402,117,15.31,1
"445",0.999827345535304,118,15.31,1
"446",0.999912950527882,118,14.66,1
"447",0.99992569960956,118,15.07,1
